,Movie Name,Imdb Ratings,Genre,Run Time,Director,Stars,Votes,Certificate
5827,Hill Station (1957),7.2,Romance,,Shakti Samanta,"Pradeep Kumar,Bina Rai,Shyama,K.N. Singh,",11,
5828,Shodh (1981),6.9,Drama,,Biplab Roy Chowdhury,"Om Puri,Kanhu Bandhopodhyay,Tapti Bhatachrjee,Uday Chandra,",11,
5829,Mera Saathi (1985),5.2,Drama,140 min,K. Raghavendra Rao,"Jeetendra,Jaya Prada,Rajiv Kapoor,Mandakini,",11,
5830,Gangavataran (1937),6.7,,134 min,Madhukar Bavdekar,"Dhundiraj Govind Phalke,Chitnis,Suresh Pardesi,Kusum Deshpande,Bhagwat,",11,
5831,Maharathi Karna (1944),5.5,"Action, Adventure, Drama",,Bhalji Pendharkar,"Kamalakar Torne,Prithviraj Kapoor,Durga Khote,Leela,",11,
5832,Saaz Aur Awaaz (1966),5.1,"Drama, Mystery, Romance",135 min,Subodh Mukherji,"Joy Mukherjee,Saira Banu,Mumtaz Begum,Kanhaiyalal Chaturvedi,",11,
5833,Aaj Ke Shahenshah (1990),3.2,Action,132 min,Shibu Mitra,"Jeetendra,Raj Babbar,Chunky Pandey,Kimi Katkar,",11,
5834,Sati Naag Kanya (1983),5.6,"Drama, Adventure, Action",,Babubhai Mistry,"Neera,Vikram Gokhale,Manher Desai,Jayshree Gadkar,",11,
5835,Samay Ki Dhaara (1986),6.8,Drama,,Sisir Misra,"Shatrughan Sinha,Shabana Azmi,Vinod Mehra,Tina Ambani,",11,
5836,Desh Drohee (1980),5.5,Action,158 min,Prakash Mehra,"Saira Banu,Navin Nischol,Rakesh Pandey,Pran,",11,
5837,Sangram (1976),4.5,"Drama, Action, Crime",,Harmesh Malhotra,"Shatrughan Sinha,Reena Roy,Danny Denzongpa,Ajit,",11,
5838,Rahgir (1969),6.9,Romance,120 min,Tarun Majumdar,"Biswajit Chatterjee,Sandhya Roy,Shashikala,Kanhaiyalal Chaturvedi,",11,
5839,Talashe Haq (1935),6.8,,,Chimanlal Luhar,"Jaddanbai,Nargis,Qamar Jahan,Anwar Hussain,",11,
5840,Mome Ki Gudiya (1972),5.9,"Crime, Drama, Romance",118 min,Mohan Kumar,"Ratan Chopra,Tanuja,Prem Nath,Jeevan,",11,
5841,Meet Mere Man Ke (1991),6.1,"Action, Drama",150 min,Mehul Kumar,"Feroz Khan,Salma Agha,Prasenjit Chatterjee,Ayesha Jhulka,",11,
5842,Chalti Ka Naam Zindagi (1982),6.3,Drama,,Kishore Kumar,"Rita Bhaduri,Master Bhagwan,Harindranath Chattopadhyay,Pinchoo Kapoor,",11,
5843,Reporter Raju (1962),5.2,"Action, Crime, Drama",138 min,Dwarka Khosla,"Feroz Khan,Chitra,Jeevan Kala,Indira,",11,
5844,Meraa Dost Meraa Dushman (1984),5.5,Action,129 min,Raj Khosla,"Shatrughan Sinha,Smita Patil,Geeta Behl,Sanjeev Kumar,",11,A
5845,Jai Bangladesh (1971),6.2,Comedy,,I.S. Johar,"Dilip Dutt,Ambika Johar,I.S. Johar,Madhumati,",11,
5846,Dillagi (1949),7.2,"Drama, Family",,Abdul Rashid Kardar,"Suraiya,Shyam,Sharda,Shyam Kumar,",11,U
5847,Sher Shivaji (1987),6.6,History,,Ram Narayan Gabale,"Parikshit Sahni,Smita Patil,Shreeram Lagoo,Ramesh Deo,",11,
5848,Kisan Kanya (1937),6.0,Drama,137 min,Moti B. Gidwani,"Padmadevi,Jillo,Ghulam Mohammed,Nissar,",11,
5849,Mera Desh Mera Dharam (1973),5.6,Drama,120 min,Dara Singh,"Dara Singh,Ratan Aulakh,Mumtaz Begum,Abhi Bhattacharya,",11,
5850,Bhakti Mein Shakti (1979),7.1,"Adventure, Drama, History",140 min,Dara Singh,"Dara Singh,Satish Kaul,Bharat Bhushan,Sunder,",11,
5851,Pardesi (1970),5.8,Mystery,190 min,Kundan Kumar,"Mumtaz,Biswajit Chatterjee,Kanan Kaushal,Sujit Kumar,",11,
5852,Tumhare Bina (1982),5.6,"Drama, Family",139 min,Satyen Bose,"Suresh Oberoi,Swaroop Sampat,Master Ravi,Dina Pathak,",11,
5853,Aashiana (1986),2.6,Drama,,Mahesh Bhatt,"Amit Khanna,Mark Zubair,Deepti Naval,Soni Razdan,Aarti Geeta,",11,
5854,Karma (1933),6.2,"Drama, Romance",68 min,John Hunt,"Devika Rani,Himanshu Rai,Abraham Sofaer,Sudharani,",11,
5855,Alif-Laila (1953),6.3,Fantasy,,K. Amarnath,"Nimmi,Asha Mathur,Pran,Vijay Kumar,",11,U
5856,Babla (1951),7.4,Drama,,Agradoot,"Paresh Bannerjee,Naren Bhattacharya,Nibhanani Devi,Jahar Ganguli,",11,
5857,Azad (1940),7.1,Drama,140 min,N.R. Acharya,"Leela Chitnis,Ashok Kumar,Hansa Wadkar,Rama Shukul,",11,
5858,Paisa Ya Pyar (1969),4.9,"Comedy, Drama, Romance",165 min,Jawar N. Sitaraman,"Ashok Kumar,Mala Sinha,Biswajit Chatterjee,Tanuja,",11,
5859,Nadaan (1951),6.6,Romance,,Hira Singh,"Dev Anand,Madhubala,Sunalini Devi,Mubarak,",11,
5860,Khel (1950),7.0,Drama,,S.M. Nawab,"Dev Anand,Anwar,Hafiz Jehan,Murad,",11,
5861,Sarhad: The Border of Crime (1995),3.5,"Action, Crime, Drama",,Mahendra Shah,"Raj Babbar,Farha Naaz,Deepak Tijori,Rutika,",11,A
5862,Saaya (1989),5.5,Horror,180 min,Keshu Ramsay,"Shatrughan Sinha,Poonam Dhillon,Danny Denzongpa,Pinchoo Kapoor,",11,
5863,Kaala Aadmi (1978),6.3,"Action, Thriller",,Ramesh Lakhanpal,"Sunil Dutt,Saira Banu,Pran,Ranjeet,",11,
5864,Kaise Kahoon (1964),6.6,Drama,,Atma Ram,"Biswajit Chatterjee,Nanda,Om Prakash,Manmohan Krishna,",11,
5865,Yasmin (1955),5.8,"Musical, Romance",,Abdul Rashid Kardar,"Suresh,Vyjayanthimala,Jayant,Rashid Khan,",11,
5866,Baghdad (1952),6.5,"Adventure, Fantasy",,Nanabhai Bhatt,"Master Bhagwan,Bharati Devi,Anwar Hussain,Yashodra Katju,",11,
5867,Nartaki (1940),6.5,Drama,150 min,Debaki Bose,"Leela Desai,Bhanu Bannerjee,Najmul Hussain,Sailen Choudhury,",11,
5868,Prem Kahani (1937),6.0,"Drama, Family, Romance",87 min,Franz Osten,"Ashok Kumar,N.M. Joshi,Bilqis,Aloka,",11,
5869,Dear Molly (2018),7.8,Drama,91 min,Gajendra Ahire,"Alok Rajwade,Mrinmayee Godbole,Gurbani Gill,Christer Holmgren,",10,
5870,English ki taay taay fisss (2020),6.0,"Comedy, Romance",137 min,Shailendra Singh Rajput,"Aishwarya Rajesh Ash,Manoj Joshi,Leysan Karimova,Mushtaq Khan,",10,UA
5871,PK Lele a Salesman (2018),5.4,"Comedy, Romance",135 min,Manav Sohal,"Manav Sohal,Brijendra Kala,Vaishnavi Dhanraj,Shravani Goswami,",10,A
5872,Number Game (2018),6.3,"Horror, Mystery, Thriller",117 min,Sumit Sinha,"Aishwaryaa Rajesh,Nakul Choudharry,Rimi,Pimpi Tachang,",10,A
5873,Maal Road Dilli (2018),5.7,Comedy,145 min,Atul Sriva,"Rhythm Arora,Manveer Choudhary,Neha Kargeti,Matin Khan,",10,A
5874,Bal Ganesh 3 (2015),5.2,Animation,68 min,Vijay S. Bhanushali,,10,
5875,Zindagi Tumse (2019),6.2,Family,120 min,Tariq Bhat,"Sadhana Singh,Guddi Maruti,Rajesh Puri,Vijay Ishwarlal Pawar,",10,U
5876,Ek Aasha (2018),7.8,Drama,123 min,Mayur Katariya,"Nitesh Tiwari,Disha Yadav,Annu Akade,Vijya Laxmi,Atmiya Patel,",10,
5877,Bheja Fry 3 (2017),7.7,Comedy,,Sagar Ballary,"Vinay Pathak,Rajat Kapoor,",10,
5878,Terror Strike (2018),5.7,Action,104 min,Kamal Nathani,"Rajat Bedi,Gayatri,Raj Hussain,Zakir Hussain,",10,UA
5879,Kolkata Junction (2014),6.8,Thriller,,Anjan Dutt,"Sonali Kulkarni,Kay Kay Menon,Sandhya Mridul,Rituparna Sengupta,",10,
5880,Yaksh (2018),6.7,Thriller,,Mukul Abhyankar,"Nitish Bharadwaj,Sheetal Shah,Bhanu Uday,",10,
5881,Horror Night (2017),3.8,Horror,115 min,Suraj Bharti,"Sahilraj Dewangen,Johnny Janarden,Shubham Kathe,Anku Parashar,",10,A
5882,Chhota Bheem Mission Mangalyaan (2015),5.4,Animation,,Binayak Das,,10,
5883,Super Bheem Hawa Mein Halla (2016),6.0,Animation,,Rajiv Chilaka,"Krishna Mohan Chintapatla,",10,
5884,Vikram Betal (2004),6.3,Animation,,Rajiv Chilakalapudi,,10,
5885,Veergatha (2016),4.7,History,,Sanjeev Sharma Ronkel,"Amitabh Bachchan,",10,
5886,18,4.4,Action,126 min,Mohibul Haque,"Rehal Khan,Gulshan Grover,Mukesh Tiwari,Nipon Goswami,",10,
5887,Dazed in Doon (2010),8.1,Drama,,Ashvin Kumar,"Sookrit Malik,Shivam Sharma,",10,
5888,Shaadi Abhi Baaki Hai (2017),5.4,Drama,127 min,Mansi Dovhal,"Amit Bhaskar,Prem Chopra,Sonika Chopra,Mansi Dovhal,",10,A
5889,Hogi Pyaar Ki Jeet (2002),5.2,Action,,Tottempudi Gopichand,"Nithiin,Sada,Shakeela,",10,
5890,Varnajalam (2004),5.8,Action,,Nagulan Ponnusamy,"Riyaz Khan,Kanchana Mendis,Nassar,Sada,",10,
5891,Extraordinaari (2015),3.2,"Drama, Family, Fantasy",144 min,Sunanda Shyamal Mitra,"Rituparna Sengupta,Abhishek Gupta,Satyajit Sharma,Jaya Bhattacharya,",10,
5892,Dead Morning (2016),6.4,"Comedy, Thriller",126 min,Prashant Passy Pilley,"Manisha Chauhan,Ayush Yadav,Shailesh Namdev,Dinesh Prajapati,",10,UA
5893,Hotel Beautifool (2017),5.8,Comedy,130 min,Sammir i Patel,"Rajith Menon,Brijendra Kala,Johnny Lever,Imam Siddique,",10,
5894,Mukkadarpur Ka Majnu (2017),6.6,Drama,,Shekhar Ramesh Mishra,"Sahil Ansari,Raja Awasthi,Rahul Bagga,Nikkita Butola,",10,UA
5895,Pal Pal Dil Ke Ssaat (2009),4.7,Romance,,V. Krishna Kumar,"Ajay Jadeja,Mahie Gill,Vinod Kambli,Satish Shah,",10,
5896,Khalnayak (2004),6.5,Action,74 min,Kishan Shah,"Satnam Kaur,Kashish Khurana,Karishma,Riya,",10,
5897,Tipu Sultan (1959),1.9,Action,,Anita Guha,"Paidi Jairaj,",10,
5898,Chatran (1988),6.2,Adventure,,Gulzar,,10,
5899,Yeh Dil Ramta Jogi (2014),6.4,"Action, Crime, Drama",98 min,Swaroop Kanchi,"Swaroop Kanchi,Cajole Kapoor,Anil Kumar,Rageswari Mahanta,",10,
5900,Purani Kabar (1998),5.1,Horror,,Rajeev Raj,"Mohini,Mohan Joshi,Jack Gaud,",10,
5901,Ali Baba and 40 Thieves (1966),5.6,"Adventure, Fantasy, Romance",154 min,Homi Wadia,"Sanjeev Kumar,L. Vijayalakshmi,David Abraham,Indira,",10,
5902,Teri Dilli Meri Dili (2014),7.0,Drama,73 min,Sandeep Kumar Chandola,"Pushpraj Gunjan,Madhulika Jatolia,Ridhi Jugran,Tarun Kharbanda,",10,
5903,Akela the Alone (2014),5.5,Thriller,58 min,Abrar,"Adil Ahamad,Roman Ajaz,Casim Bilal,Zahur Qadir,",10,Not Rated
5904,Asambhava (1984),6.8,Drama,,Jagdish Banerjee,"Master Bhagwan,Rohini Hattangadi,Saeed Jaffrey,Bal Jog,",10,
5905,Jungle Ki Sherni (2001),6.0,"Action, Adventure, Drama",,Kanti Shah,"Sapna Sappu,Amit Pachori,Vinod Tripathi,Dimple,",10,
5906,Laakhan (2005),6.5,"Action, Thriller",,Arun Govil,"Raveena Tandon,Upendra,",10,
5907,Love Recipe (2012),4.4,Comedy,,Amol Shetge,"Rani Agrawal,Frank M. Ahearn,Suzanne Bernert,Sudha Chandran,",10,
5908,Nani Maa (1980),6.4,Fantasy,,Parvati Menon,"Abid,Agha,Kishore Bhatt,R.S. Chopra,",10,U
5909,Krorepati (1961),5.9,"Comedy, Crime, Drama",,Mohan Segal,"Kishore Kumar,Shashikala,Kumkum,K.N. Singh,",10,
5910,The Bhai (2012),6.3,"Action, Thriller",,Thomas Jacob,"Ashraf Ali,Abbhimanyyu Singh,Priyanshu Painyuli,Rakesh Shah,",10,
5911,Gautam Govinda (2002),2.9,Action,119 min,Gautam Verma,"Ishrat Ali,Mithun Chakraborty,Pinky Chinoy,Keerti,",10,
5912,Kalicharan (1998),5.3,Action,,Imran Khalid,"Ishrat Ali,Monica Bedi,Bob Christo,Shama Deshpande,",10,
5913,Toss: A Flip of Destiny (2009),6.3,"Crime, Drama, Thriller",,Ramesh Khatkar,"Rannvijay Singh,Prashant Raj,Ashmit Patel,Aarti Chhabria,",10,
5914,Queens! Destiny of Dance (2011),5.4,"Drama, Musical",112 min,David Atkins,"Seema Biswas,Vineeth,",10,UA
5915,Tum Hi To Ho,3.9,"Drama, Mystery, Thriller",,Sanjay Goel,"Vipinno,Madhavi Sharma,Sarvar Ahuja,Vivek Shauq,",10,
5916,Ye Stupid Pyar (2011),4.6,Romance,106 min,Jain Rakesh,"Jatin Khurana,Noopur Patwardhan,Akansha,Sahil Vaid,",10,
5917,Baal Mahabharat (1973),6.0,Drama,,Kamalakara Kameshwara Rao,"Anjali Devi,Dhulipala,Haranath,Mikkilineni,",10,
5918,Shaitan Mujrim (1979),6.2,"Adventure, Crime, Horror",,Nazar Khan,"Rakesh Khanna,Jyoti Matwankar,Dev Kumar,Madan Puri,",10,
5919,Ashoka the Hero (2011),6.6,Animation,70 min,Gaurav Jain,,10,
5920,Bachao - Inside Bhoot Hai,5.4,Horror,,Shyam Ramsay,"Aniruddh Agarwal,Sadashiv Amrapurkar,Anisshka,Amit Behl,",10,A
5921,Ajeeb Itefaq (1989),5.6,"Crime, Mystery, Thriller",,Jyoti Sarup,"Vijayendra Ghatge,Sarika,Navin Nischol,Mohan Gokhale,",10,
5922,Adhura Sapna (2007),5.1,Drama,88 min,Vimal Reddy,"Tania Nazmeen Dean,Rajnel Prasad,Ratu Rakuita Tawake,",10,
5923,Dhara (2008),4.6,"Drama, Romance",95 min,Masud Mirza,"Sudhanshu Pandey,Hrishitaa Bhatt,Anuj Punj,Suman Agarwal,",10,
5924,Anubhav: An Actor's Tale (2009),5.5,"Drama, Romance",,T. Rajeevnath,"Jackie Shroff,Sanjay Suri,Gul Panag,Shruti Seth,",10,
5925,Aapa Akka (2009),6.0,Drama,,Mandakini Mathur,"Sohail Mokashi,Satyajit Kadam,",10,
5926,Jeevan Ki Shatranj (1993),5.0,"Action, Comedy, Crime",,S.A. Chandrashekhar,"Mithun Chakraborty,Avtar Gill,Aruna Irani,Goga Kapoor,",10,
5927,Kamsin: The Untouched (1997),5.7,Drama,88 min,Amit Suryavanshi,"Birbal,K.K. Goswami,Jyoti,Satnam Kaur,",10,
5928,Saanncha (2008),5.8,Drama,110 min,Aloknath Dixit,"Sudha Chandran,Amin Gazi,Archanna Guptaa,Anupam Kher,",10,
5929,Kehta Hai Yeh Dil (2020),3.3,"Comedy, Drama",116 min,R.k. Sharma,"Ranbeeir Kalsi,Sharvani Sahay,Elena Tuteja,Matin Khan,",10,UA
5930,The Destiny Samaj of Banjaraa (2019),7.3,Drama,,Rajesh Ramdev Ram,"Angelina Bhharwa,Faizaan Khan,Hussain Khan,Rahil Khan,",10,
5931,Kasturi (1980),5.5,Drama,,Bimal Dutta,"Agha,Mithun Chakraborty,Arvind Deshpande,Sulabha Deshpande,",10,
5932,Lakshmi (1982),5.0,Drama,134 min,B.S. Thapa,"Reena Roy,Raj Babbar,Ranjeet,Nadira,",10,Not Rated
5933,Mehboob Mere Mehboob (1992),6.2,Romance,,Ramanjit Juneja,"Harnam Singh Rawail,Gurdip Singh,Sujoy Mukherjee,Pratibha Sinha,Mohnish Bahl,Alok Nath,",10,
5934,Wounded (2007),6.2,Biography,,Krishna Mishra,"Kanhaiya,Seema Parihar,",10,
5935,Gangobai (2002),4.3,Action,,Jitendra Chawda,"Prithvi,Satnam Kaur,Durgesh Nandni,Kiran Kumar,",10,UA
5936,Nazrana Pyar Ka (1980),4.9,Drama,,S.M. Sagar,"Raj Babbar,Raj Kiran,Vijayendra Ghatge,Sarika,",10,
5937,Khel Mohabbat Ka (1986),6.7,Romance,,Satish Duggal,"Farooq Shaikh,Poonam Dhillon,Shakti Kapoor,Madan Puri,",10,U
5938,Dhadkanein (2006),4.9,"Action, Crime, Drama",146 min,Imran Khalid,"Attin Bhalla,Preeti,Harsh Chhaya,Yashpal Sharma,",10,A
5939,Naya Khoon (1990),4.9,Drama,118 min,Rajat Rakshit,"Rita Bhaduri,Bharat Bhushan,Govinda,Gulshan Grover,",10,
5940,Jism Ka Rishta (1989),3.1,Drama,,Mahesh Bhatt,"Kingi,Haidar Ali,Mohan Choti,Gulshan Grover,Arti Gupta,",10,
5941,Do Fantoosh (1994),2.9,Comedy,,Sikander Bharti,"Veerendra,Sadashiv Amrapurkar,Vikas Anand,Ishita Babbar,Raj Babbar,",10,
5942,Waqt Ka Shahenshah (1987),5.2,Action,,K. Bapaiah,"Sridevi,Krishna,Raogopalrao,Prabhakar Reddy,",10,
5943,Raftaar (1975),6.0,Drama,,Dinesh-Ramanesh,"Ramesh Puri,Moushumi Chatterjee,Vinod Mehra,Danny Denzongpa,Arpana Choudhary,",10,
5944,Paanch Fauladi (1988),4.2,"Action, Drama",,Mohan Bhakri,"Salma Agha,Raj Babbar,Birbal,Hemant Birje,",10,A
5945,Mera Vachan Geeta Ki Kasam (1977),5.6,Action,,Vinod Kumar,"Sanjay Khan,Saira Banu,Ajit,Om Prakash,",10,
5946,Raagini (1958),6.5,"Drama, Family",128 min,Rakhan,"Ashok Kumar,Kishore Kumar,Padmini,Jabeen Jalil,",10,
5947,Dukaan: Pila House (2004),4.0,"Drama, Romance",,Iqbal Durrani,"Rati Agnihotri,Vikas Kalantri,Rambha,Rana Jung Bahadur,",10,
5948,Rajput (1951),6.4,"Action, Drama",120 min,Lekhraj Bhakri,"Paidi Jairaj,Suraiya,Kuldip Kaur,Shakuntala,",10,
5949,Aag Andhi Aur Toofan (1994),3.3,"Action, Thriller",,Kanti Shah,"Mukesh Khanna,Kiran Kumar,Johnny Lever,Amit Pachori,",10,
5950,Tere Bina Kya Jeena (1989),5.3,Family,127 min,P.P. Ghosh,"Shekhar Suman,Moon Moon Sen,Raj Kiran,Satish Shah,",10,
5951,Zameen Ke Tare (1960),5.9,"Drama, Family",,Chandulal Shah,"Agha,Master Bhagwan,Daisy Irani,Honey Irani,",10,
5952,Shanakht (1989),5.1,Drama,,Tinnu Anand,"Amitabh Bachchan,Madhuri Dixit,Madhavi,",10,
5953,Woh Jo Hasina (1983),4.6,Romance,121 min,Deepak Bahry,"Mithun Chakraborty,Ranjeeta Kaur,Pran,Kader Khan,",10,
5954,Saheli (1965),6.4,Romance,,Arjun Hingorani,"Pradeep Kumar,Kalpana,Vijaya Choudhury,Rajendra Nath,",10,U
5955,Pyar Ki Baten (1951),5.9,Romance,,Akhtar Hussein,"Nargis,Trilok Kapoor,Neelam,Pran,",10,
5956,Hum Tum Aur Woh (1971),5.9,Drama,142 min,Shiv Kumar,"Ashok Kumar,Vinod Khanna,Bharti,Helen,",10,
5957,Hum Nahin Sudhrenge (1980),5.5,"Comedy, Crime, Drama",122 min,Asrani,"Asrani,Yogeeta Bali,Rita Bhaduri,Manju Asrani,",10,U
5958,Ujala Hi Ujala (1974),6.2,"Drama, Family",124 min,S.M. Sagar,"Vinod Mehra,Yogeeta Bali,Rakesh Pandey,Mehmood,",10,
5959,Trikon Ka Chautha Kon (1986),6.8,"Drama, Family",,Madhusudan,"Vijayendra Ghatge,Priyadarshini,Swaroop Sampat,",10,
5960,Mil Gayee Manzil Mujhe (1989),5.8,"Action, Thriller",,Moeen Amjad,"Jalal Agha,Urmila Bhatt,Mithun Chakraborty,Kalpana Iyer,",10,
5961,Gehra Raaz (1996),5.5,Horror,,Ramesh Bedi,"Salma Agha,Harbans Darshan M. Arora,Raj Babbar,Mohan Choti,",10,
5962,Sarkari Mehman (1979),4.8,"Drama, Family",135 min,N.D. Kothari,"Vinod Khanna,Jasmin,Amjad Khan,Ranjeet,",10,
5963,Jai Hanuman (1948),7.4,Musical,,Ramchandra Thakur,"Nirupa Roy,P. Kailash,Ram Kumar,S.N. Tripathi,",10,Unrated
5964,Badnam Basti (1971),6.6,Drama,100 min,Prem Kapoor,"Nitin Sethi,Nandita Thakur,Nandlal Sharma,Amar Kakad,",10,
5965,Mohabbat Ki Aag (1997),3.6,"Drama, Romance",127 min,K.R. Reddy,"Poonam Dhillon,Govinda,Shakti Kapoor,Kimi Katkar,",10,
5966,Malhar (1951),4.9,"Family, Drama",,Harish,"Arjun,Shammi,Moti Sagar,Sonali Devi,",10,
5967,Barsaat Ki Raat (1998),4.1,Musical,151 min,Bharat Kapoor,"Dharmendra,Dinesh Hingoo,Shafi Inamdar,Pooja Kapoor,",10,
5968,Aaj Kie Aurat (1993),4.0,"Action, Drama",,Avtar Bhogal,"Jeetendra,Dimple Kapadia,Sujata Mehta,Sadashiv Amrapurkar,",10,
5969,Jungle Beauty (1991),4.0,"Action, Adventure",,Dilip Gulati,"Joshina,Rajeev Kumar,Puneet Issar,Kunickaa Sadanand,",10,
5970,Mere Sajna (1975),6.2,"Drama, Romance",,Kewal Kumar,"Navin Nischol,Rakhee Gulzar,Ajit,Helen,",10,
5971,Kanoon Ki Zanjeer (1990),4.5,"Action, Crime",,P. Lakshman,"Dharmendra,Jaya Prada,Raj Babbar,Madhavi,",10,
5972,Wafaa (1972),3.8,"Action, Crime, Drama",110 min,Ramanna,"Sanjay Khan,Rakhee Gulzar,Heena Kausar,Nasir Hussain,",10,
5973,Ek Din Bahu Ka (1983),5.4,Drama,,Desh Gautam,"Suresh Oberoi,Swapna,Vijay Arora,Saeed Jaffrey,",10,
5974,Bees Saal Pehle (1972),5.3,Horror,,Probir Roy,"Jayanta Mukherjee,Anupama,Farida Jalal,Abhi Bhattacharya,",10,
5975,Jumbish: A Movement - The Movie (1986),4.1,Romance,,Salahuddin Parvez,"Padmini Kolhapure,Akbar Khan,Shafi Inamdar,Daya Dongre,",10,
5976,Ghar Aaya Mera Pardesi (1993),5.3,"Drama, Adventure, Action",,Ravindra Peepat,"Avinash Wadhawan,Varsha Usgaonkar,Bhagyashree,Gulshan Grover,",10,
5977,Parde Ke Peechey (1971),5.9,Action,,K. Shankar,"Vinod Mehra,Yogeeta Bali,Pran,Bindu,",10,
5978,Faisla (1988),6.3,"Action, Crime, Mystery",,S. Ramanathan,"Ashok Kumar,Vinod Khanna,Saira Banu,Bindu,",10,
5979,Bhala Manus (1976),4.5,"Drama, Romance",138 min,Vishwamitra,"Randhir Kapoor,Neetu Singh,Aruna Irani,Om Shivpuri,",10,U
5980,Aashique Mastane (1995),6.2,Comedy,,Ajay Kashyap,"Maya Alagh,Vikas Anand,Mohnish Bahl,Beena Banerjee,",10,
5981,Hamrahi (1944),6.7,"Drama, Romance",121 min,Bimal Roy,"Maya Basu,Radhamohan Bhattacharya,Tulsi Chakraborty,Boken Chatterjee,",10,
5982,Bahu (1955),6.9,"Drama, Family",,Shakti Samanta,"Chaman Lal Pahwa,Karan Dewan,Usha Kiran,Mehmood,Shashikala,",10,
5983,Sagai (1951),6.1,Drama,129 min,Harnam Singh Rawail,"Prem Nath,Rehana,Hiralal,Vijayalaxmi,",10,
5984,Chandrasena (1935),4.2,Adventure,136 min,Shantaram Rajaram Vankudre,"Nalini Tarkhad,Sureshbabu Mane,Rajani,Shankar Kulkarni,",10,
5985,Teen Sardar (1965),6.3,"Action, Adventure, Drama",125 min,Radhakant,"Randhawa,Azaad Irani,Parveen Choudhary,Indira,",10,
5986,Rivaaj (1972),6.7,Drama,117 min,T. Prakash Rao,"Mala Sinha,Sanjeev Kumar,Shatrughan Sinha,Gouri Khurana,",10,
5987,Shapath (1984),4.5,Action,128 min,Ravikant Nagaich,"Raj Babbar,Smita Patil,Ranjeet,Shakti Kapoor,",10,
5988,Sumbandh (1982),5.9,"Action, Drama, Romance",,Shibu Mitra,"Ashok Kumar,Vinod Mehra,Rati Agnihotri,Tej Sapru,",10,A
5989,Kasam Vardi Kee (1989),4.8,"Action, Crime",,Shibu Mitra,"Jeetendra,Bhanupriya,Chunky Pandey,Farha Naaz,",10,
5990,Shart (1954),5.8,"Drama, Family",,Bibhuti Mitra,"Deepak,Shyama,I.S. Johar,Mohana,",10,
5991,Sardar (1967),7.3,"Action, History",,Babubhai Mistry,"Ajit,Helen,Sheikh Mukhtar,Nishi,",10,
5992,Hanuman Vijay (1974),7.5,Fantasy,120 min,Babubhai Mistry,"Hercules,Ashish Kumar,Kanan Kaushal,Sujata,",10,
5993,Beti (1969),5.8,Drama,135 min,Harmesh Malhotra,"Nanda,Sanjay Khan,Kishore Sahu,Kamini Kaushal,",10,
5994,Bagula Bhagat (1979),6.6,"Action, Thriller",,Harmesh Malhotra,"Ashok Kumar,Shatrughan Sinha,Shabana Azmi,Kamini Kaushal,",10,
5995,Picnic (1966),5.8,Drama,138 min,Shaheed Latif,"Manoj Kumar,Kalpana,Azra,Shubha Khote,",10,
5996,Teri Maang Sitaron Se Bhar Doon (1982),5.0,Family,155 min,Raj Khosla,"Nutan,Padmini Kolhapure,Raj Kiran,Amjad Khan,",10,
5997,Khoon Ka Badla Khoon (1978),5.9,"Action, Thriller",,Kalpataru,"Vinod Khanna,Mahendra Sandhu,Asha Sachdev,Ajit,",10,A
5998,Mera Dharam Meri Maa (1976),7.7,Drama,,Bhupen Hazarika,"Bengia Mala,Nabam Tata,Tadu Tayung,",10,
5999,Log Kya Kahenge (1982),6.7,Family,,B.R. Ishara,"Navin Nischol,Shabana Azmi,Shatrughan Sinha,Sanjeev Kumar,",10,
6000,Hum Do Hamare Do (1984),5.5,"Drama, Family",,B.R. Ishara,"Raj Babbar,Smita Patil,Shoma Anand,Rohini Hattangadi,",10,
6001,Ek Kali Muskai (1968),6.3,"Drama, Family, Romance",120 min,Vasant Joglekar,"Ashok Kumar,Joy Mukherjee,Meera,Mehmood,",10,
6002,Charitra (1973),6.3,Drama,,B.R. Ishara,"Parveen Babi,Salim Aziz Durrani,Gautam Sarin,Manmohan Krishna,",10,
6003,Aji Bas Shukriya (1958),6.2,"Comedy, Drama, Musical",,Mohammed Hussain,"Geeta Bali,Suresh,Johnny Walker,Kamal Mehra,",10,
6004,Rajput Ramani (1936),3.1,Adventure,138 min,Keshavrao Dhaiber,"Nalini Tarkhad,Nanasaheb Phatak,Shanta Apte,Kelkar,",10,
6005,Chahat (1971),5.8,"Drama, Romance",,Moni Bhattacharjee,"Biswajit Chatterjee,Mala Sinha,Jeetendra,Mumtaz,",10,
6006,Aakhri Insaaf (1980),4.9,"Action, Mystery",,Kalidas,"Mithun Chakraborty,Vijayendra Ghatge,Ashok Kumar,Pradeep Kumar,",10,A
6007,Aaj Ka Ye Ghar (1976),4.5,Drama,,Surendra Shailaj,"Jaymala Adarsh,Shreeram Lagoo,Romesh Sharma,Helen,",10,
6008,Aadhi Raat (1950),6.1,"Drama, Romance",115 min,S.K. Ojha,"Cuckoo,Jeevan,Kuldip Kaur,Ashok Kumar,",10,
6009,Pyaar Ka Rishta (1973),6.2,Drama,137 min,Sultan Ahmed,"Balraj Sahni,Sameer Khan,Mumtaz,Vinod Khanna,",10,
